Date,Stock,Open,High,Low,Close,Volume,Price
2024-01-30,AAPL,172.0,175.6,171.71,174.08,4463894,173.79666666666665
2024-01-31,AAPL,174.23,176.14,173.18,175.27,2761201,174.86333333333334
2024-02-01,AAPL,175.25,176.69,174.15,175.04,8518162,175.29333333333332
2024-02-02,AAPL,173.88,174.59,172.16,173.04,8793604,173.26333333333332
2024-02-05,AAPL,174.88,179.3,174.82,177.83,9269841,177.3166666666667
2024-02-06,AAPL,178.35,179.07,173.92,175.91,1419503,176.29999999999998
2024-02-07,AAPL,178.68,180.51,175.89,177.49,9209061,177.96333333333334
2024-02-08,AAPL,178.28,181.38,177.85,181.22,2461433,180.15
2024-02-09,AAPL,180.97,184.13,179.9,182.22,2576845,182.08333333333334
2024-02-12,AAPL,181.15,182.15,180.95,181.4,8989900,181.5
2024-02-13,AAPL,180.08,180.68,179.63,179.73,1353153,180.01333333333332
2024-02-14,AAPL,179.41,181.12,178.53,179.25,1234898,179.63333333333333
2024-02-15,AAPL,179.73,180.22,176.18,177.62,1807040,178.00666666666666
2024-02-16,AAPL,178.65,183.56,178.49,181.78,6293348,181.27666666666667
2024-02-19,AAPL,183.25,184.62,181.43,181.85,4077026,182.63333333333333
2024-02-20,AAPL,181.44,182.1,179.59,181.68,3090825,181.12333333333333
2024-02-21,AAPL,181.99,182.59,180.24,180.78,9090433,181.20333333333335
2024-02-22,AAPL,181.73,183.08,181.41,182.78,5384077,182.42333333333332
2024-02-23,AAPL,183.1,184.89,180.08,181.32,6207188,182.09666666666666
2024-02-26,AAPL,180.93,185.31,180.11,183.41,9405547,182.94333333333336
2024-02-27,AAPL,184.37,186.18,184.12,184.29,4289986,184.86333333333334
2024-02-28,AAPL,184.78,186.28,183.17,185.88,1377224,185.10999999999999
2024-02-29,AAPL,183.9,188.0,183.35,186.07,6242029,185.8066666666667
2024-03-01,AAPL,186.1,187.97,184.23,185.56,8863353,185.92
2024-03-04,AAPL,185.58,186.5,183.98,184.98,9163365,185.15333333333334
2024-03-05,AAPL,184.16,186.42,183.74,184.89,5055032,185.01666666666665
2024-03-06,AAPL,185.04,189.4,184.62,187.68,5096920,187.23333333333335
2024-03-07,AAPL,187.92,189.44,185.39,186.56,3604902,187.13
2024-03-08,AAPL,187.33,188.97,184.13,186.08,9029598,186.39333333333335
2024-03-11,AAPL,186.75,188.48,184.04,185.08,6570771,185.86666666666667
2024-03-12,AAPL,184.22,185.25,182.51,184.41,3941478,184.05666666666664
2024-03-13,AAPL,184.28,185.34,184.08,184.45,2268182,184.62333333333333
2024-03-14,AAPL,184.7,185.41,181.49,183.07,4120452,183.32333333333335
2024-03-15,AAPL,183.85,185.6,181.67,181.92,7615492,183.0633333333333
2024-03-18,AAPL,181.72,182.04,178.26,179.66,5533910,179.98666666666665
2024-03-19,AAPL,179.92,182.29,179.53,182.13,9109334,181.3166666666667
2024-03-20,AAPL,182.77,183.88,181.98,182.81,3348818,182.89000000000001
2024-03-21,AAPL,182.22,186.05,181.54,184.43,4201824,184.00666666666666
2024-03-22,AAPL,184.1,187.1,183.11,186.43,1240346,185.5466666666667
2024-03-25,AAPL,186.63,189.29,185.52,188.24,8594825,187.6833333333333
2024-03-26,AAPL,187.35,188.27,185.7,186.31,1012879,186.76
2024-03-27,AAPL,187.04,188.36,186.88,187.78,7949666,187.67333333333332
2024-03-28,AAPL,188.29,189.04,187.66,188.17,6495592,188.29
2024-03-29,AAPL,186.38,187.85,186.19,186.34,7951740,186.79333333333332
2024-04-01,AAPL,186.28,186.85,181.63,183.07,8963845,183.85
2024-04-02,AAPL,183.23,185.73,181.59,184.81,5152109,184.04333333333332
2024-04-03,AAPL,184.53,187.43,183.96,187.06,9169183,186.15
2024-04-04,AAPL,187.03,187.19,183.98,184.37,6347006,185.17999999999998
2024-04-05,AAPL,184.31,186.64,183.22,184.79,1907153,184.88333333333333
2024-04-08,AAPL,184.78,187.41,184.7,186.51,9910005,186.20666666666668
2024-04-09,AAPL,186.13,186.64,186.12,186.42,6259018,186.39333333333332
2024-04-10,AAPL,187.01,189.26,186.41,188.24,5171364,187.97
2024-04-11,AAPL,188.53,188.92,187.45,188.08,4305742,188.15
2024-04-12,AAPL,189.48,191.64,187.78,191.42,7859634,190.27999999999997
2024-04-15,AAPL,189.24,189.46,186.43,188.18,9203492,188.0233333333333
2024-04-16,AAPL,187.83,188.33,187.02,188.27,6972872,187.87333333333333
2024-04-17,AAPL,188.38,190.7,188.28,189.62,2750093,189.53333333333333
2024-04-18,AAPL,191.64,192.16,190.15,191.76,7820399,191.35666666666665
2024-04-19,AAPL,191.48,192.62,190.98,192.02,6211276,191.87333333333333
2024-04-22,AAPL,190.61,191.74,188.83,190.13,8911057,190.23333333333335
2024-04-23,AAPL,190.28,190.39,187.56,189.23,1944353,189.05999999999997
2024-04-24,AAPL,189.42,192.05,187.97,191.39,4295453,190.47
2024-04-25,AAPL,191.97,193.79,191.7,193.2,5713297,192.89666666666668
2024-04-26,AAPL,193.25,195.72,191.72,195.19,4798057,194.21
2024-04-29,AAPL,194.37,195.18,191.83,191.93,2811049,192.98000000000002
2024-04-30,AAPL,192.27,194.11,190.4,193.62,5591901,192.71
2024-05-01,AAPL,196.31,198.0,194.75,197.97,1846462,196.90666666666667
2024-05-02,AAPL,199.23,199.99,198.37,198.47,3828340,198.94333333333336
2024-05-03,AAPL,197.95,201.75,196.12,200.6,5993899,199.49
2024-05-06,AAPL,200.18,201.86,196.63,197.91,7497127,198.79999999999998
2024-05-07,AAPL,199.58,201.7,198.36,200.19,1116908,200.08333333333334
2024-05-08,AAPL,200.84,202.78,199.91,202.61,9626510,201.76666666666665
2024-05-09,AAPL,203.7,204.94,197.99,199.32,2519598,200.75
2024-05-10,AAPL,201.26,201.64,195.02,195.94,3938287,197.5333333333333
2024-05-13,AAPL,196.33,196.53,195.72,196.33,7466780,196.19333333333336
2024-05-14,AAPL,196.5,198.71,195.6,197.38,5391649,197.23000000000002
2024-05-15,AAPL,198.78,203.67,197.7,201.98,1667538,201.11666666666667
2024-05-16,AAPL,201.25,202.04,200.36,201.28,5261663,201.22666666666666
2024-05-17,AAPL,201.08,205.13,200.18,203.2,2881397,202.83666666666667
2024-05-20,AAPL,202.54,203.99,201.45,202.07,8188106,202.50333333333333
2024-05-21,AAPL,201.01,202.97,200.0,201.84,8709019,201.60333333333335
2024-05-22,AAPL,202.28,203.9,197.06,197.79,4509934,199.58333333333334
2024-05-23,AAPL,199.55,200.18,198.62,199.3,4772380,199.36666666666667
2024-05-24,AAPL,197.46,198.86,196.09,198.69,4100786,197.88000000000002
2024-05-27,AAPL,201.71,203.68,201.54,202.96,9302089,202.7266666666667
2024-05-28,AAPL,201.73,205.34,199.99,203.98,8016611,203.10333333333335
2024-05-29,AAPL,202.35,203.95,202.01,202.46,4117173,202.80666666666664
2024-05-30,AAPL,200.66,201.16,198.71,200.0,2281258,199.95666666666668
2024-05-31,AAPL,200.49,203.15,199.66,201.41,2594362,201.40666666666667
2024-06-03,AAPL,202.2,204.4,201.12,202.46,6040360,202.66
2024-06-04,AAPL,202.22,203.69,200.53,203.28,9434320,202.5
2024-06-05,AAPL,205.45,207.36,203.85,206.84,1893150,206.01666666666668
2024-06-06,AAPL,206.13,207.97,204.9,206.14,6518358,206.33666666666667
2024-06-07,AAPL,206.87,209.88,205.09,207.95,8716492,207.64000000000001
2024-06-10,AAPL,207.48,208.03,206.56,207.54,3332127,207.37666666666667
2024-06-11,AAPL,209.16,210.49,208.03,209.93,2278343,209.48333333333335
2024-06-12,AAPL,211.44,212.82,208.42,210.4,3350959,210.54666666666665
2024-06-13,AAPL,211.55,212.85,209.71,211.96,3642800,211.50666666666666
2024-06-14,AAPL,213.37,215.0,211.45,213.83,1771279,213.42666666666665
2024-06-17,AAPL,213.51,215.62,212.48,214.99,9641123,214.36333333333334
2024-06-18,AAPL,214.85,216.56,213.21,214.0,7403679,214.59
2024-06-19,AAPL,214.14,215.61,212.17,214.6,2863082,214.12666666666667
2024-06-20,AAPL,214.2,215.38,212.26,212.46,3264719,213.36666666666667
2024-06-21,AAPL,211.69,214.65,210.25,213.47,6645812,212.79
2024-06-24,AAPL,213.8,217.86,213.57,216.76,5886202,216.06333333333336
2024-06-25,AAPL,217.14,219.95,216.64,218.52,3427667,218.37
2024-06-26,AAPL,218.61,219.68,215.82,217.76,6585056,217.75333333333333
2024-06-27,AAPL,217.84,219.52,214.42,216.42,3816112,216.78666666666666
2024-06-28,AAPL,216.41,217.62,215.25,215.37,9675237,216.08
2024-07-01,AAPL,216.08,218.68,215.1,216.78,3887569,216.85333333333332
2024-07-02,AAPL,216.38,218.85,214.49,218.32,8301078,217.22000000000003
2024-07-03,AAPL,218.06,219.65,214.01,215.1,7505134,216.25333333333333
2024-07-04,AAPL,215.14,216.98,214.08,216.75,9043732,215.93666666666664
2024-07-05,AAPL,217.55,221.06,216.73,220.34,8252270,219.37666666666667
2024-07-08,AAPL,220.3,222.2,216.72,217.49,9809609,218.8033333333333
2024-07-09,AAPL,216.49,218.84,215.6,218.06,3958963,217.5
2024-07-10,AAPL,217.81,218.25,216.11,217.67,9403037,217.34333333333333
2024-07-11,AAPL,217.86,219.63,217.79,217.94,7917571,218.4533333333333
2024-07-12,AAPL,218.09,220.0,216.73,218.29,7664102,218.34
2024-07-15,AAPL,218.64,218.7,217.91,218.09,8085757,218.23333333333335
2024-07-16,AAPL,218.57,221.99,218.26,220.03,4696458,220.09333333333333
2024-07-17,AAPL,220.6,221.95,218.71,220.53,6925803,220.39666666666665
2024-07-18,AAPL,220.19,221.29,218.47,220.57,2768407,220.10999999999999
2024-07-19,AAPL,219.47,221.32,216.37,218.1,7672028,218.59666666666666
2024-07-22,AAPL,218.24,219.49,215.75,217.69,2543992,217.64333333333335
2024-07-23,AAPL,216.82,217.94,215.79,216.8,7077449,216.84333333333333
2024-07-24,AAPL,214.86,215.91,212.34,213.52,3933811,213.92333333333332
2024-07-25,AAPL,213.96,213.96,209.89,210.46,9033076,211.4366666666667
2024-07-26,AAPL,212.15,215.89,210.79,215.08,4114659,213.92
2024-07-29,AAPL,215.0,216.45,214.31,215.14,7095513,215.29999999999998
2024-07-30,AAPL,215.01,215.2,213.25,215.04,6947117,214.49666666666667
2024-07-31,AAPL,214.84,216.32,213.7,215.58,9399122,215.20000000000002
2024-08-01,AAPL,215.83,216.65,213.65,214.59,8862148,214.96333333333334
2024-08-02,AAPL,215.14,216.05,213.36,213.96,6182190,214.45666666666668
2024-08-05,AAPL,213.61,219.15,211.79,218.37,8645195,216.43666666666664
2024-08-06,AAPL,218.64,219.8,217.26,218.33,6755327,218.46333333333334
2024-08-07,AAPL,218.43,221.44,218.17,221.21,8313861,220.27333333333334
2024-08-08,AAPL,221.38,222.26,221.21,221.87,8381740,221.78
2024-08-09,AAPL,222.03,223.09,219.87,221.19,2404568,221.38333333333335
2024-08-12,AAPL,221.22,222.67,216.34,216.56,1499964,218.5233333333333
2024-08-13,AAPL,217.75,220.56,215.8,219.03,3942905,218.46333333333334
2024-08-14,AAPL,219.63,222.66,218.23,221.55,8995018,220.81333333333336
2024-08-15,AAPL,221.75,226.24,219.85,224.38,9853143,223.49
2024-08-16,AAPL,226.61,227.12,224.02,224.83,9161665,225.32333333333335
2024-08-19,AAPL,225.59,227.88,223.8,226.89,9776510,226.18999999999997
2024-08-20,AAPL,225.17,226.61,224.75,225.13,7927416,225.49666666666667
2024-08-21,AAPL,224.73,226.72,224.25,226.36,8054378,225.77666666666667
2024-08-22,AAPL,225.54,225.81,222.68,223.28,9466721,223.92333333333332
2024-08-23,AAPL,224.41,225.18,221.78,223.37,5589716,223.44333333333336
2024-08-26,AAPL,222.61,226.43,222.3,224.95,7063389,224.56000000000003
2024-08-27,AAPL,225.83,227.57,223.09,223.17,5383030,224.60999999999999
2024-08-28,AAPL,223.53,225.97,222.42,225.47,2013071,224.62
2024-08-29,AAPL,226.04,227.55,225.27,225.31,6932572,226.04333333333338
2024-08-30,AAPL,223.84,224.93,221.17,221.31,5590778,222.47000000000003
2024-09-02,AAPL,220.95,224.14,220.38,223.57,8827881,222.69666666666663
2024-09-03,AAPL,224.39,227.55,222.77,226.84,8441537,225.72000000000003
2024-09-04,AAPL,227.93,229.53,226.82,227.35,6626211,227.9
2024-09-05,AAPL,226.66,227.66,223.46,224.33,7636393,225.15
2024-09-06,AAPL,224.08,226.42,223.2,226.24,2141766,225.28666666666666
2024-09-09,AAPL,228.67,230.44,225.22,227.0,9108196,227.5533333333333
2024-09-10,AAPL,227.08,228.65,226.07,226.11,3603680,226.94333333333336
2024-09-11,AAPL,226.03,228.33,226.0,228.32,4636119,227.55000000000004
2024-09-12,AAPL,228.77,230.19,226.54,226.9,8793404,227.87666666666667
2024-09-13,AAPL,227.98,229.36,225.99,228.4,2264008,227.91666666666666
2024-09-16,AAPL,226.79,227.91,224.79,225.4,3233414,226.03333333333333
2024-09-17,AAPL,224.98,226.81,223.2,224.13,3956156,224.71333333333334
2024-09-18,AAPL,223.36,223.69,221.79,222.36,5557885,222.61333333333334
2024-09-19,AAPL,222.8,223.46,221.96,222.19,9582851,222.53666666666666
2024-09-20,AAPL,221.13,222.85,220.56,221.99,2250844,221.79999999999998
2024-09-23,AAPL,222.79,223.07,218.54,219.39,7615316,220.33333333333334
2024-09-24,AAPL,217.39,218.92,215.64,217.46,6236840,217.34
2024-09-25,AAPL,215.46,218.99,215.21,218.33,5649292,217.51000000000002
2024-09-26,AAPL,217.98,218.55,212.14,214.06,2480175,214.91666666666666
2024-09-27,AAPL,213.69,213.89,211.88,213.04,3746153,212.93666666666664
2024-09-30,AAPL,213.61,215.19,207.6,209.24,4783112,210.67666666666665
2024-10-01,AAPL,207.4,208.03,204.22,205.77,6545501,206.00666666666666
2024-10-02,AAPL,205.93,207.54,204.07,205.09,1114560,205.5666666666667
2024-10-03,AAPL,205.52,207.96,204.48,207.0,3995785,206.48000000000002
2024-10-04,AAPL,206.47,207.98,205.12,207.55,4703367,206.88333333333335
2024-10-07,AAPL,208.39,210.25,208.08,208.44,3675877,208.92333333333332
2024-10-08,AAPL,207.36,210.05,205.53,208.12,2931441,207.9
2024-10-09,AAPL,206.79,207.98,202.29,202.43,1842329,204.23333333333335
2024-10-10,AAPL,200.45,201.83,196.88,198.09,8636805,198.93333333333337
2024-10-11,AAPL,199.18,199.73,194.41,196.23,5625535,196.79
2024-10-14,AAPL,194.95,196.69,192.11,193.74,5768424,194.17999999999998
2024-10-15,AAPL,194.38,195.01,191.98,192.59,5072091,193.19333333333336
2024-10-16,AAPL,192.09,193.56,188.21,188.88,3058721,190.21666666666667
2024-10-17,AAPL,188.68,191.3,188.3,190.91,5512121,190.17
2024-10-18,AAPL,191.79,192.2,189.61,190.25,3762594,190.68666666666664
2024-10-21,AAPL,190.19,193.97,189.17,192.65,3086172,191.92999999999998
2024-10-22,AAPL,192.47,194.77,190.68,193.78,9677177,193.07666666666668
2024-10-23,AAPL,193.97,195.03,192.53,193.49,4776764,193.6833333333333
2024-10-24,AAPL,192.18,193.87,191.72,193.77,5864912,193.12
2024-10-25,AAPL,193.27,197.51,193.13,195.7,6780618,195.44666666666663
2024-10-28,AAPL,195.91,197.87,194.4,197.11,2940483,196.46
2024-10-29,AAPL,197.32,199.68,195.45,198.86,7825711,197.99666666666667
2024-10-30,AAPL,199.15,200.91,197.5,198.6,3985032,199.00333333333333
2024-10-31,AAPL,197.12,198.57,193.81,195.53,8446633,195.97
2024-11-01,AAPL,195.38,195.64,191.76,193.66,4663289,193.68666666666664
2024-11-04,AAPL,191.69,195.53,191.08,194.02,5866940,193.54333333333332
2024-11-05,AAPL,194.66,194.96,192.53,193.95,4050798,193.81333333333336
2024-11-06,AAPL,191.33,191.35,187.11,188.75,2932303,189.07000000000002
2024-11-07,AAPL,187.66,191.83,186.91,191.24,5850224,189.99333333333334
2024-11-08,AAPL,188.86,192.26,187.58,190.35,6477630,190.06333333333336
2024-11-11,AAPL,192.09,193.9,188.97,190.67,2136078,191.17999999999998
2024-11-12,AAPL,189.26,190.46,188.86,188.98,1427709,189.43333333333337
2024-11-13,AAPL,189.49,190.81,189.11,190.73,7233107,190.21666666666667
2024-11-14,AAPL,189.85,193.15,188.91,192.5,6234748,191.51999999999998
2024-11-15,AAPL,191.28,191.34,189.18,191.07,5745920,190.52999999999997
2024-11-18,AAPL,190.84,192.7,189.4,190.56,7101570,190.88666666666668
2024-11-19,AAPL,191.44,193.03,190.11,192.56,6897162,191.9
2024-11-20,AAPL,193.07,195.02,192.31,194.32,2035108,193.88333333333335
2024-11-21,AAPL,194.62,195.12,193.23,193.26,6122969,193.87
2024-11-22,AAPL,193.28,195.01,190.02,190.5,2766299,191.84333333333333
2024-11-25,AAPL,191.25,191.87,187.83,189.55,6309068,189.75
2024-11-26,AAPL,189.39,194.47,187.42,194.39,3871712,192.09333333333333
2024-11-27,AAPL,193.79,196.62,192.88,195.35,1638922,194.95000000000002
2024-11-28,AAPL,194.84,197.19,193.76,196.3,2702424,195.75
2024-11-29,AAPL,195.8,199.75,195.5,198.46,1867838,197.90333333333334
2024-12-02,AAPL,199.91,199.95,198.02,198.43,6600068,198.80000000000004
2024-12-03,AAPL,199.2,200.27,198.22,199.3,5806799,199.26333333333332
2024-12-04,AAPL,198.68,201.97,196.85,200.17,9177039,199.66333333333333
2024-12-05,AAPL,202.16,203.06,199.6,200.27,6926983,200.97666666666666
2024-12-06,AAPL,199.06,199.42,198.31,199.04,9927811,198.92333333333332
2024-12-09,AAPL,198.86,199.43,198.05,198.91,4452097,198.79666666666665
2024-12-10,AAPL,200.1,203.8,199.93,203.18,5688827,202.30333333333337
2024-12-11,AAPL,204.81,205.72,204.5,204.58,5325001,204.93333333333337
2024-12-12,AAPL,205.74,206.47,205.27,206.38,6811303,206.04
2024-12-13,AAPL,206.23,207.56,201.23,202.29,3969852,203.6933333333333
2024-12-16,AAPL,203.91,205.74,201.85,202.67,7412083,203.42
2024-12-17,AAPL,202.0,204.7,201.98,204.04,8698812,203.5733333333333
2024-12-18,AAPL,204.9,205.45,203.83,205.2,3389911,204.82666666666668
2024-12-19,AAPL,204.42,206.26,204.28,204.73,2236541,205.09
2024-12-20,AAPL,205.26,207.09,202.78,203.88,9706406,204.58333333333334
2024-12-23,AAPL,204.55,207.86,203.41,206.91,6194914,206.05999999999997
2024-12-24,AAPL,207.75,209.31,207.6,208.3,7478623,208.40333333333334
2024-12-25,AAPL,207.96,210.35,206.18,208.42,4510463,208.31666666666663
2024-12-26,AAPL,208.69,214.63,207.23,213.99,4335705,211.95000000000002
2024-12-27,AAPL,213.99,217.12,212.77,216.24,2601207,215.37666666666667
2024-12-30,AAPL,216.62,217.17,213.72,215.53,7203690,215.47333333333333
2024-12-31,AAPL,215.26,218.5,215.06,217.0,5083372,216.85333333333332
2020-01-01,GOOGL,297.63,299.95,297.16,298.95,9309740,298.68666666666667
2020-01-02,GOOGL,299.64,301.53,297.8,301.08,1011009,300.1366666666666
2020-01-03,GOOGL,301.12,302.33,295.22,296.34,9718936,297.9633333333333
2020-01-06,GOOGL,297.14,300.35,295.36,298.73,6658307,298.1466666666667
2020-01-07,GOOGL,299.09,300.95,296.2,298.09,8860791,298.41333333333336
2020-01-08,GOOGL,298.98,299.8,297.15,299.63,2631570,298.86
2020-01-09,GOOGL,299.06,299.87,296.81,297.58,8276281,298.08666666666664
2020-01-10,GOOGL,297.97,299.17,297.76,298.96,1878835,298.63000000000005
2020-01-13,GOOGL,298.99,300.93,297.58,298.45,8279995,298.9866666666667
2020-01-14,GOOGL,299.08,301.03,296.73,298.45,3760451,298.7366666666667
2020-01-15,GOOGL,296.56,299.36,296.42,298.24,4904840,298.00666666666666
2020-01-16,GOOGL,297.95,299.93,296.56,299.64,3214669,298.71
2020-01-17,GOOGL,298.87,304.3,297.06,302.66,3933361,301.34
2020-01-20,GOOGL,303.56,304.76,302.6,304.65,1921806,304.00333333333333
2020-01-21,GOOGL,305.04,306.75,302.36,304.19,7911957,304.43333333333334
2020-01-22,GOOGL,302.86,306.62,300.89,306.11,7971631,304.54
2020-01-23,GOOGL,307.11,307.92,305.36,306.01,5830165,306.43
2020-01-24,GOOGL,304.02,305.81,299.96,300.22,5100321,301.99666666666667
2020-01-27,GOOGL,300.43,301.29,297.78,299.3,2761856,299.45666666666665
2020-01-28,GOOGL,300.6,304.6,300.32,304.5,7251936,303.14000000000004
2020-01-29,GOOGL,305.8,307.73,303.94,306.02,3621872,305.8966666666667
2020-01-30,GOOGL,305.64,306.25,304.65,306.04,3392735,305.6466666666667
2020-01-31,GOOGL,306.94,308.64,306.24,307.33,6935537,307.40333333333336
2020-02-03,GOOGL,306.43,307.97,305.88,307.11,5435728,306.9866666666667
2020-02-04,GOOGL,306.57,307.51,305.15,307.0,1979907,306.55333333333334
2020-02-05,GOOGL,305.9,306.79,303.75,305.29,7409363,305.27666666666664
2020-02-06,GOOGL,305.4,306.28,302.86,304.76,4594128,304.6333333333333
2020-02-07,GOOGL,303.27,306.98,301.64,306.57,3765013,305.06333333333333
2020-02-10,GOOGL,307.27,307.64,304.45,305.59,2718303,305.89333333333326
2020-02-11,GOOGL,304.26,304.83,304.1,304.72,3506068,304.55
2020-02-12,GOOGL,305.57,306.64,301.13,303.02,8499043,303.59666666666664
2020-02-13,GOOGL,302.55,305.46,302.29,304.62,8851746,304.12333333333333
2020-02-14,GOOGL,302.99,304.4,296.1,297.98,6137956,299.49333333333334
2020-02-17,GOOGL,298.2,298.55,295.71,297.14,2560121,297.1333333333333
2020-02-18,GOOGL,296.36,297.67,293.79,294.57,6200551,295.3433333333333
2020-02-19,GOOGL,294.44,295.6,289.39,289.77,2960299,291.58666666666664
2020-02-20,GOOGL,289.11,289.71,285.17,285.69,2897459,286.8566666666666
2020-02-21,GOOGL,286.52,287.88,283.28,284.28,3580309,285.14666666666665
2020-02-24,GOOGL,284.32,286.23,283.67,284.85,5247328,284.9166666666667
2020-02-25,GOOGL,286.16,286.32,284.01,284.38,7107182,284.9033333333333
2020-02-26,GOOGL,286.01,288.46,285.75,286.83,3622280,287.0133333333333
2020-02-27,GOOGL,287.01,288.16,285.37,286.17,2418180,286.56666666666666
2020-02-28,GOOGL,286.58,292.81,285.92,291.82,4726904,290.18333333333334
2020-03-02,GOOGL,290.37,294.99,289.86,294.1,4934740,292.98333333333335
2020-03-03,GOOGL,295.18,296.91,292.33,292.93,7776432,294.0566666666667
2020-03-04,GOOGL,293.17,293.56,290.85,292.23,4405851,292.21333333333337
2020-03-05,GOOGL,291.33,292.07,286.21,286.41,5458434,288.23
2020-03-06,GOOGL,285.43,287.19,284.57,286.83,5978234,286.19666666666666
2020-03-09,GOOGL,286.17,286.73,284.52,284.77,9136537,285.34
2020-03-10,GOOGL,283.41,287.29,282.3,285.87,2040835,285.15333333333336
2020-03-11,GOOGL,285.05,286.77,284.18,285.69,6134629,285.5466666666667
2020-03-12,GOOGL,286.68,289.22,285.46,287.23,1749045,287.30333333333334
2020-03-13,GOOGL,287.08,287.82,281.88,283.7,5758669,284.4666666666667
2020-03-16,GOOGL,283.83,287.38,282.17,285.65,5187442,285.06666666666666
2020-03-17,GOOGL,284.08,287.87,284.0,286.24,3210846,286.0366666666667
2020-03-18,GOOGL,283.74,285.36,282.41,284.37,5495433,284.0466666666667
2020-03-19,GOOGL,284.15,284.38,284.04,284.19,9441243,284.2033333333334
2020-03-20,GOOGL,284.41,284.91,281.79,283.55,3791671,283.4166666666667
2020-03-23,GOOGL,283.65,286.2,283.43,284.59,9485356,284.74
2020-03-24,GOOGL,285.39,287.11,281.48,281.64,9214491,283.41
2020-03-25,GOOGL,281.53,283.63,279.58,282.62,4765444,281.9433333333333
2020-03-26,GOOGL,281.97,284.7,281.47,283.34,4955199,283.17
2020-03-27,GOOGL,284.01,286.02,282.02,284.35,3854135,284.13
2020-03-30,GOOGL,284.6,286.24,282.24,282.81,4993611,283.7633333333333
2020-03-31,GOOGL,283.61,285.65,282.16,285.0,7609001,284.27
2020-04-01,GOOGL,286.68,288.27,285.45,287.56,3594545,287.0933333333333
2020-04-02,GOOGL,289.65,291.58,289.48,291.06,9951442,290.70666666666665
2020-04-03,GOOGL,290.82,292.2,289.84,291.29,7328404,291.10999999999996
2020-04-06,GOOGL,290.68,293.83,289.9,293.02,3005464,292.25
2020-04-07,GOOGL,293.34,295.07,291.84,294.24,2705692,293.71666666666664
2020-04-08,GOOGL,294.94,296.35,292.0,293.89,3494903,294.08
2020-04-09,GOOGL,293.44,298.81,292.54,297.55,5862944,296.3
2020-04-10,GOOGL,296.0,297.64,294.36,296.49,6270637,296.16333333333336
2020-04-13,GOOGL,295.72,297.82,294.72,296.38,9169815,296.3066666666667
2020-04-14,GOOGL,295.85,298.87,295.66,297.4,6252279,297.31
2020-04-15,GOOGL,297.85,297.87,296.23,296.57,7622266,296.89000000000004
2020-04-16,GOOGL,297.59,300.8,297.58,300.01,5074411,299.4633333333333
2020-04-17,GOOGL,299.18,304.17,298.14,302.7,3619909,301.67
2020-04-20,GOOGL,302.81,303.84,302.35,303.09,3042361,303.0933333333333
2020-04-21,GOOGL,304.03,304.38,300.42,301.58,8263776,302.1266666666666
2020-04-22,GOOGL,302.02,304.9,300.41,303.14,5075341,302.81666666666666
2020-04-23,GOOGL,302.19,304.0,300.3,301.1,1069519,301.8
2020-04-24,GOOGL,299.19,300.68,296.15,298.09,3292056,298.3066666666666
2020-04-27,GOOGL,298.67,298.85,295.19,296.65,8369080,296.89666666666665
2020-04-28,GOOGL,295.61,298.86,294.8,298.57,3873382,297.41
2020-04-29,GOOGL,298.04,299.27,296.27,298.22,9314052,297.92
2020-04-30,GOOGL,297.9,298.78,296.65,298.13,8068566,297.8533333333333
2020-05-01,GOOGL,299.08,301.3,298.98,299.35,2311414,299.87666666666667
2020-05-04,GOOGL,298.63,300.0,296.57,297.6,5017763,298.0566666666667
2020-05-05,GOOGL,299.58,301.14,299.19,299.23,7363395,299.8533333333333
2020-05-06,GOOGL,299.56,299.87,296.71,298.41,2592023,298.33
2020-05-07,GOOGL,297.92,300.21,296.58,299.58,1841618,298.78999999999996
2020-05-08,GOOGL,300.96,304.74,300.27,303.0,2035340,302.67
2020-05-11,GOOGL,302.47,304.42,298.58,300.55,4806627,301.18333333333334
2020-05-12,GOOGL,302.09,304.98,301.94,303.05,1216194,303.3233333333333
2020-05-13,GOOGL,303.35,304.46,299.43,300.91,5857162,301.59999999999997
2020-05-14,GOOGL,301.31,302.75,297.95,299.09,1300763,299.93
2020-05-15,GOOGL,298.75,301.0,296.87,299.82,5242154,299.23
2020-05-18,GOOGL,301.52,302.21,299.43,299.98,3532000,300.54
2020-05-19,GOOGL,301.79,304.5,301.11,302.91,2348483,302.84
2020-05-20,GOOGL,302.56,302.74,301.87,302.53,9420149,302.38
2020-05-21,GOOGL,301.9,302.42,300.51,302.13,7510529,301.68666666666667
2020-05-22,GOOGL,302.4,303.51,300.46,302.32,7196519,302.09666666666664
2020-05-25,GOOGL,302.48,304.34,300.47,300.58,3165456,301.7966666666666
2020-05-26,GOOGL,300.65,303.18,300.37,302.13,4390919,301.8933333333333
2020-05-27,GOOGL,300.56,302.31,297.16,298.28,4519065,299.25
2020-05-28,GOOGL,298.91,299.07,295.5,296.71,3819127,297.0933333333333
2020-05-29,GOOGL,295.81,298.86,294.61,297.94,9651964,297.1366666666667
2020-06-01,GOOGL,298.98,299.29,295.07,296.45,5777376,296.93666666666667
2020-06-02,GOOGL,298.33,301.69,297.12,299.77,4786065,299.52666666666664
2020-06-03,GOOGL,300.23,300.4,296.98,297.76,3105777,298.38
2020-06-04,GOOGL,296.95,297.15,292.6,294.04,6276085,294.59666666666664
